application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,docs_submitted_at,background_clear_at,onboarding_started_at,scheduled_first_job_at,first_job_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-002994,LOC-28,South,MGR-028,Bike Courier,jobboard_a,0-5,limited,2025-09-02,2025-09-03,,,,,docs_submitted,unresponsive,,,
APP-000124,LOC-22,South,MGR-022,Bike Courier,app_store_organic,6-10,full,2025-09-02,2025-09-05,2025-09-11,,,,background_clear,failed_vehicle_check,,,
APP-000059,LOC-33,South,MGR-033,Shopper,jobboard_a,6-10,limited,2025-09-02,2025-09-05,2025-09-10,2025-09-13,2025-09-18,2025-09-18,activated,,,,
APP-000051,LOC-30,South,MGR-030,Car Courier,jobboard_a,11-20,full,2025-09-02,,,,,,signed_up,incomplete_application,,,
APP-002902,LOC-04,Midwest,MGR-004,Bike Courier,paid_social,6-10,full,2025-09-03,2025-09-05,2025-09-07,2025-09-08,2025-09-11,2025-09-11,activated,,,,
APP-001100,LOC-04,Midwest,MGR-004,Bike Courier,jobboard_a,6-10,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002110,LOC-37,West,MGR-037,Bike Courier,worker_referral,6-10,partial,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-002117,LOC-10,Midwest,MGR-010,Bike Courier,worker_referral,6-10,partial,2025-09-03,2025-09-03,2025-09-10,2025-09-15,2025-09-20,2025-09-20,activated,,,,
APP-002827,LOC-03,Midwest,MGR-003,Bike Courier,jobboard_a,6-10,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-001879,LOC-21,Northeast,MGR-021,Cargo Van Driver,search_ads,11-20,full,2025-09-03,2025-09-04,,,,,docs_submitted,unresponsive,,,
APP-000166,LOC-38,West,MGR-038,Car Courier,search_ads,6-10,full,2025-09-03,2025-09-04,,,,,docs_submitted,abandoned_signup,,,
APP-001596,LOC-11,Midwest,MGR-011,Cargo Van Driver,jobboard_a,0-5,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-001860,LOC-34,West,MGR-034,Shopper,paid_social,11-20,partial,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-000132,LOC-06,Midwest,MGR-006,Car Courier,app_store_organic,6-10,full,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-000385,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,0-5,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-000600,LOC-24,South,MGR-024,Cargo Van Driver,search_ads,6-10,full,2025-09-03,2025-09-04,,,,,docs_submitted,unresponsive,,,
APP-000710,LOC-28,South,MGR-028,Bike Courier,jobboard_a,6-10,limited,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-000088,LOC-10,Midwest,MGR-010,Bike Courier,jobboard_a,21-40,limited,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-001460,LOC-20,Northeast,MGR-020,Car Courier,paid_social,0-5,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-001824,LOC-07,Midwest,MGR-007,Scooter Courier,paid_social,11-20,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-001068,LOC-09,Midwest,MGR-009,Cargo Van Driver,jobboard_a,11-20,full,2025-09-03,2025-09-05,,,,,docs_submitted,abandoned_signup,,,
APP-000048,LOC-34,West,MGR-034,Car Courier,paid_social,6-10,limited,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-002912,LOC-11,Midwest,MGR-011,Car Courier,affiliate,0-5,full,2025-09-03,2025-09-04,2025-09-07,2025-09-10,2025-09-12,2025-09-12,activated,,,,
APP-000448,LOC-34,West,MGR-034,Car Courier,paid_social,6-10,full,2025-09-03,2025-09-05,2025-09-07,,,,background_clear,failed_vehicle_check,,,
APP-002176,LOC-28,South,MGR-028,Scooter Courier,paid_social,6-10,partial,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-001051,LOC-13,Northeast,MGR-013,Car Courier,search_ads,0-5,partial,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-001576,LOC-32,South,MGR-032,Cargo Van Driver,jobboard_a,6-10,full,2025-09-03,2025-09-06,,,,,docs_submitted,abandoned_signup,,,
APP-002852,LOC-16,Northeast,MGR-016,Car Courier,worker_referral,0-5,full,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-002723,LOC-25,South,MGR-025,Car Courier,affiliate,11-20,full,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-002512,LOC-30,South,MGR-030,Car Courier,app_store_organic,40+,partial,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-001104,LOC-04,Midwest,MGR-004,Cargo Van Driver,affiliate,6-10,full,2025-09-03,2025-09-03,,,,,docs_submitted,abandoned_signup,,,
APP-001909,LOC-06,Midwest,MGR-006,Cargo Van Driver,jobboard_a,21-40,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-000789,LOC-26,South,MGR-026,Car Courier,app_store_organic,6-10,full,2025-09-03,2025-09-05,,,,,docs_submitted,unresponsive,,,
APP-000167,LOC-21,Northeast,MGR-021,Cargo Van Driver,app_store_organic,21-40,full,2025-09-03,2025-09-04,2025-09-07,,,,background_clear,failed_vehicle_check,,,
APP-001659,LOC-07,Midwest,MGR-007,Bike Courier,search_ads,11-20,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002646,LOC-13,Northeast,MGR-013,Car Courier,search_ads,6-10,full,2025-09-03,2025-09-06,2025-09-14,,,,background_clear,unresponsive_after_clear,,,
APP-000126,LOC-38,West,MGR-038,Cargo Van Driver,jobboard_a,40+,limited,2025-09-03,2025-09-06,2025-09-10,,,,background_clear,abandoned_signup,,,
APP-001988,LOC-35,West,MGR-035,Cargo Van Driver,app_store_organic,40+,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-002709,LOC-35,West,MGR-035,Shopper,paid_social,11-20,full,2025-09-03,2025-09-04,,,,,docs_submitted,abandoned_signup,,,
APP-000367,LOC-13,Northeast,MGR-013,Shopper,paid_social,40+,partial,2025-09-03,2025-09-03,,,,,docs_submitted,abandoned_signup,,,
APP-000365,LOC-32,South,MGR-032,Car Courier,affiliate,11-20,full,2025-09-03,2025-09-05,,,,,docs_submitted,abandoned_signup,,,
APP-001167,LOC-20,Northeast,MGR-020,Bike Courier,paid_social,21-40,full,2025-09-03,2025-09-06,2025-09-08,,,,background_clear,failed_vehicle_check,,,
APP-002002,LOC-18,Northeast,MGR-018,Bike Courier,paid_social,6-10,full,2025-09-03,2025-09-03,,,,,docs_submitted,abandoned_signup,,,
APP-002651,LOC-20,Northeast,MGR-020,Car Courier,affiliate,6-10,full,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-002742,LOC-39,West,MGR-039,Car Courier,paid_social,6-10,partial,2025-09-03,2025-09-05,2025-09-13,2025-09-15,2025-09-19,,onboarding_started,no_show_first_job,,,
APP-002652,LOC-27,South,MGR-027,Cargo Van Driver,worker_referral,0-5,full,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-002010,LOC-03,Midwest,MGR-003,Scooter Courier,app_store_organic,6-10,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-001429,LOC-16,Northeast,MGR-016,Cargo Van Driver,jobboard_a,0-5,full,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-000389,LOC-25,South,MGR-025,Car Courier,app_store_organic,6-10,limited,2025-09-03,2025-09-03,2025-09-10,2025-09-14,2025-09-24,2025-09-24,activated,,,,
APP-000391,LOC-40,West,MGR-040,Shopper,affiliate,6-10,limited,2025-09-03,2025-09-04,2025-09-13,,,,background_clear,failed_background_check,,,
APP-001636,LOC-31,South,MGR-031,Scooter Courier,search_ads,40+,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-002492,LOC-05,Midwest,MGR-005,Car Courier,app_store_organic,11-20,limited,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002991,LOC-40,West,MGR-040,Bike Courier,search_ads,0-5,limited,2025-09-03,2025-09-04,2025-09-15,,,,background_clear,abandoned_signup,,,
APP-002036,LOC-11,Midwest,MGR-011,Car Courier,paid_social,0-5,partial,2025-09-03,2025-09-04,2025-09-09,2025-09-11,2025-09-20,,onboarding_started,no_show_first_job,,,
APP-000341,LOC-17,Northeast,MGR-017,Cargo Van Driver,worker_referral,11-20,full,2025-09-03,2025-09-04,2025-09-08,2025-09-12,2025-09-17,2025-09-17,activated,,2025-11-23,67,voluntary_quit
APP-001940,LOC-36,West,MGR-036,Bike Courier,search_ads,0-5,full,2025-09-03,2025-09-04,2025-09-19,2025-09-22,2025-10-03,2025-10-03,activated,,,,
APP-002400,LOC-21,Northeast,MGR-021,Cargo Van Driver,app_store_organic,0-5,full,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-001132,LOC-30,South,MGR-030,Shopper,affiliate,21-40,limited,2025-09-03,,,,,,signed_up,incomplete_application,,,
APP-000580,LOC-28,South,MGR-028,Car Courier,affiliate,0-5,full,2025-09-03,2025-09-04,2025-09-10,2025-09-12,2025-09-22,,onboarding_started,no_show_first_job,,,
APP-002406,LOC-28,South,MGR-028,Car Courier,affiliate,21-40,full,2025-09-03,2025-09-04,,,,,docs_submitted,abandoned_signup,,,
APP-001698,LOC-37,West,MGR-037,Bike Courier,paid_social,11-20,full,2025-09-03,2025-09-05,2025-09-13,2025-09-15,2025-09-17,,onboarding_started,no_show_first_job,,,
APP-002886,LOC-11,Midwest,MGR-011,Car Courier,jobboard_a,6-10,full,2025-09-03,2025-09-05,2025-09-11,,,,background_clear,failed_background_check,,,
APP-001126,LOC-27,South,MGR-027,Cargo Van Driver,app_store_organic,0-5,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-001109,LOC-40,West,MGR-040,Bike Courier,jobboard_a,11-20,limited,2025-09-03,2025-09-03,2025-09-16,2025-09-19,2025-09-25,2025-09-25,activated,,,,
APP-001561,LOC-40,West,MGR-040,Cargo Van Driver,worker_referral,21-40,partial,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-001981,LOC-35,West,MGR-035,Scooter Courier,affiliate,6-10,full,2025-09-03,2025-09-03,2025-09-05,,,,background_clear,failed_vehicle_check,,,
APP-002704,LOC-22,South,MGR-022,Car Courier,paid_social,0-5,full,2025-09-03,2025-09-06,2025-09-08,,,,background_clear,failed_vehicle_check,,,
APP-000951,LOC-35,West,MGR-035,Scooter Courier,paid_social,0-5,partial,2025-09-03,2025-09-04,2025-09-13,,,,background_clear,failed_vehicle_check,,,
APP-000953,LOC-10,Midwest,MGR-010,Scooter Courier,app_store_organic,6-10,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002267,LOC-11,Midwest,MGR-011,Car Courier,affiliate,0-5,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-000227,LOC-18,Northeast,MGR-018,Bike Courier,jobboard_a,21-40,partial,2025-09-03,2025-09-05,2025-09-09,,,,background_clear,failed_vehicle_check,,,
APP-002608,LOC-26,South,MGR-026,Bike Courier,paid_social,0-5,partial,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-001369,LOC-19,Northeast,MGR-019,Bike Courier,jobboard_a,21-40,partial,2025-09-03,2025-09-04,2025-09-12,,,,background_clear,never_completed_docs,,,
APP-000992,LOC-29,South,MGR-029,Scooter Courier,jobboard_a,6-10,partial,2025-09-03,2025-09-03,2025-09-07,2025-09-10,2025-09-18,2025-09-18,activated,,,,
APP-002695,LOC-13,Northeast,MGR-013,Bike Courier,search_ads,0-5,limited,2025-09-03,2025-09-04,2025-09-06,2025-09-10,2025-09-15,,onboarding_started,no_show_first_job,,,
APP-001768,LOC-27,South,MGR-027,Car Courier,paid_social,11-20,limited,2025-09-03,2025-09-04,2025-09-07,2025-09-12,2025-09-14,2025-09-14,activated,,,,
APP-002258,LOC-02,Midwest,MGR-002,Scooter Courier,affiliate,0-5,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002236,LOC-24,South,MGR-024,Bike Courier,jobboard_a,11-20,full,2025-09-03,2025-09-04,2025-09-11,2025-09-13,2025-09-26,,onboarding_started,no_show_first_job,,,
APP-002764,LOC-15,Northeast,MGR-015,Shopper,jobboard_a,11-20,partial,2025-09-03,,,,,,signed_up,abandoned_signup,,,
APP-000214,LOC-15,Northeast,MGR-015,Scooter Courier,search_ads,11-20,full,2025-09-03,2025-09-06,2025-09-08,2025-09-10,2025-09-21,2025-09-21,activated,,,,
APP-002697,LOC-13,Northeast,MGR-013,Car Courier,jobboard_a,0-5,partial,2025-09-03,2025-09-05,,,,,docs_submitted,unresponsive,,,
APP-002250,LOC-31,South,MGR-031,Bike Courier,paid_social,0-5,full,2025-09-03,2025-09-06,,,,,docs_submitted,background_check_queue,,,
APP-002324,LOC-38,West,MGR-038,Cargo Van Driver,search_ads,21-40,full,2025-09-03,2025-09-06,2025-09-15,2025-09-18,2025-09-23,2025-09-23,activated,,,,
APP-002219,LOC-13,Northeast,MGR-013,Scooter Courier,search_ads,0-5,partial,2025-09-03,2025-09-03,2025-09-08,,,,background_clear,failed_vehicle_check,,,
APP-000072,LOC-24,South,MGR-024,Scooter Courier,worker_referral,11-20,full,2025-09-03,2025-09-04,2025-09-09,2025-09-11,2025-09-21,2025-09-21,activated,,2025-12-07,77,involuntary
APP-002298,LOC-30,South,MGR-030,Car Courier,worker_referral,21-40,partial,2025-09-03,2025-09-04,2025-09-11,2025-09-14,2025-09-18,,onboarding_started,no_show_first_job,,,
APP-001732,LOC-30,South,MGR-030,Bike Courier,app_store_organic,6-10,full,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-002788,LOC-39,West,MGR-039,Bike Courier,paid_social,0-5,full,2025-09-03,2025-09-03,2025-09-09,,,,background_clear,failed_vehicle_check,,,
APP-000907,LOC-33,South,MGR-033,Cargo Van Driver,search_ads,11-20,partial,2025-09-03,,,,,,signed_up,failed_knockout,,,
APP-002315,LOC-23,South,MGR-023,Car Courier,affiliate,11-20,partial,2025-09-03,2025-09-04,2025-09-08,2025-09-13,2025-09-26,,onboarding_started,no_show_first_job,,,
APP-000176,LOC-09,Midwest,MGR-009,Cargo Van Driver,paid_social,11-20,partial,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-002793,LOC-11,Midwest,MGR-011,Scooter Courier,worker_referral,11-20,full,2025-09-03,,,,,,signed_up,docs_rejected,,,
APP-000334,LOC-33,South,MGR-033,Car Courier,app_store_organic,21-40,full,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-000332,LOC-02,Midwest,MGR-002,Shopper,app_store_organic,21-40,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-000331,LOC-02,Midwest,MGR-002,Shopper,affiliate,0-5,limited,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001137,LOC-15,Northeast,MGR-015,Car Courier,affiliate,11-20,full,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-000556,LOC-18,Northeast,MGR-018,Bike Courier,search_ads,21-40,full,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-001975,LOC-19,Northeast,MGR-019,Shopper,app_store_organic,40+,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-001214,LOC-26,South,MGR-026,Cargo Van Driver,search_ads,11-20,full,2025-09-04,2025-09-07,,,,,docs_submitted,unresponsive,,,
APP-001750,LOC-27,South,MGR-027,Cargo Van Driver,app_store_organic,11-20,full,2025-09-04,2025-09-04,2025-09-11,,,,background_clear,failed_background_check,,,
APP-001390,LOC-03,Midwest,MGR-003,Bike Courier,worker_referral,21-40,limited,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001168,LOC-30,South,MGR-030,Car Courier,app_store_organic,40+,full,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-002257,LOC-06,Midwest,MGR-006,Car Courier,jobboard_a,0-5,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-002256,LOC-15,Northeast,MGR-015,Car Courier,affiliate,0-5,full,2025-09-04,2025-09-07,2025-09-11,,,,background_clear,failed_vehicle_check,,,
APP-001130,LOC-15,Northeast,MGR-015,Shopper,jobboard_a,0-5,limited,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-002330,LOC-27,South,MGR-027,Car Courier,paid_social,0-5,partial,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-000627,LOC-21,Northeast,MGR-021,Cargo Van Driver,worker_referral,6-10,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-000128,LOC-36,West,MGR-036,Car Courier,paid_social,11-20,partial,2025-09-04,2025-09-07,,,,,docs_submitted,background_check_queue,,,
APP-001656,LOC-04,Midwest,MGR-004,Cargo Van Driver,search_ads,0-5,full,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001611,LOC-06,Midwest,MGR-006,Shopper,app_store_organic,0-5,limited,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-002531,LOC-03,Midwest,MGR-003,Shopper,jobboard_a,0-5,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-000095,LOC-08,Midwest,MGR-008,Car Courier,jobboard_a,6-10,full,2025-09-04,2025-09-05,2025-09-09,,,,background_clear,failed_background_check,,,
APP-002560,LOC-14,Northeast,MGR-014,Shopper,affiliate,0-5,partial,2025-09-04,2025-09-06,,,,,docs_submitted,abandoned_signup,,,
APP-001973,LOC-17,Northeast,MGR-017,Bike Courier,paid_social,11-20,partial,2025-09-04,2025-09-05,2025-09-12,,,,background_clear,abandoned_signup,,,
APP-000004,LOC-02,Midwest,MGR-002,Car Courier,app_store_organic,0-5,partial,2025-09-04,2025-09-04,2025-09-05,,,,background_clear,failed_vehicle_check,,,
APP-002817,LOC-24,South,MGR-024,Car Courier,paid_social,6-10,partial,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-002284,LOC-25,South,MGR-025,Scooter Courier,app_store_organic,0-5,full,2025-09-04,2025-09-07,2025-09-24,2025-09-29,2025-10-04,2025-10-04,activated,,2025-10-10,6,found_other_job
APP-000743,LOC-06,Midwest,MGR-006,Car Courier,jobboard_a,11-20,full,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-002008,LOC-40,West,MGR-040,Shopper,app_store_organic,21-40,partial,2025-09-04,2025-09-07,,,,,docs_submitted,background_check_queue,,,
APP-002556,LOC-01,Midwest,MGR-001,Car Courier,worker_referral,11-20,full,2025-09-04,2025-09-04,2025-09-08,2025-09-10,2025-09-17,,onboarding_started,no_show_first_job,,,
APP-001405,LOC-06,Midwest,MGR-006,Car Courier,search_ads,21-40,full,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-000691,LOC-13,Northeast,MGR-013,Shopper,worker_referral,11-20,full,2025-09-04,2025-09-05,2025-09-13,,,,background_clear,failed_vehicle_check,,,
APP-000634,LOC-23,South,MGR-023,Car Courier,jobboard_a,6-10,full,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-000120,LOC-09,Midwest,MGR-009,Shopper,paid_social,11-20,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001421,LOC-39,West,MGR-039,Car Courier,jobboard_a,11-20,full,2025-09-04,2025-09-06,2025-09-10,,,,background_clear,never_completed_docs,,,
APP-001649,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,0-5,limited,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-000371,LOC-29,South,MGR-029,Cargo Van Driver,affiliate,11-20,partial,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-000547,LOC-23,South,MGR-023,Car Courier,jobboard_a,0-5,partial,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-002533,LOC-34,West,MGR-034,Scooter Courier,search_ads,0-5,full,2025-09-04,2025-09-07,,,,,docs_submitted,unresponsive,,,
APP-001631,LOC-21,Northeast,MGR-021,Bike Courier,paid_social,11-20,full,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-001323,LOC-40,West,MGR-040,Bike Courier,search_ads,0-5,partial,2025-09-04,2025-09-05,2025-09-15,2025-09-16,2025-09-20,2025-09-20,activated,,,,
APP-000546,LOC-29,South,MGR-029,Car Courier,jobboard_a,21-40,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-000695,LOC-28,South,MGR-028,Scooter Courier,search_ads,21-40,partial,2025-09-04,2025-09-06,2025-09-12,2025-09-13,2025-09-24,2025-09-24,activated,,,,
APP-000399,LOC-18,Northeast,MGR-018,Bike Courier,affiliate,6-10,partial,2025-09-04,2025-09-05,2025-09-11,,,,background_clear,failed_vehicle_check,,,
APP-002397,LOC-33,South,MGR-033,Scooter Courier,search_ads,6-10,limited,2025-09-04,2025-09-06,,,,,docs_submitted,abandoned_signup,,,
APP-002700,LOC-33,South,MGR-033,Bike Courier,affiliate,0-5,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-002195,LOC-18,Northeast,MGR-018,Shopper,search_ads,6-10,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-002081,LOC-28,South,MGR-028,Car Courier,affiliate,11-20,full,2025-09-04,2025-09-07,2025-09-12,2025-09-17,2025-09-23,,onboarding_started,no_show_first_job,,,
APP-001699,LOC-42,West,MGR-042,Bike Courier,paid_social,21-40,full,2025-09-04,2025-09-04,2025-09-10,,,,background_clear,unresponsive_after_clear,,,
APP-002624,LOC-25,South,MGR-025,Cargo Van Driver,paid_social,21-40,partial,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-002152,LOC-07,Midwest,MGR-007,Bike Courier,app_store_organic,6-10,full,2025-09-04,2025-09-05,,,,,docs_submitted,background_check_queue,,,
APP-001717,LOC-04,Midwest,MGR-004,Cargo Van Driver,jobboard_a,40+,limited,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001071,LOC-25,South,MGR-025,Car Courier,jobboard_a,0-5,full,2025-09-04,,,,,,signed_up,incomplete_application,,,
APP-000922,LOC-39,West,MGR-039,Shopper,jobboard_a,11-20,limited,2025-09-04,2025-09-04,2025-09-10,,,,background_clear,unresponsive_after_clear,,,
APP-002508,LOC-39,West,MGR-039,Shopper,search_ads,11-20,partial,2025-09-04,2025-09-06,2025-09-11,,,,background_clear,abandoned_signup,,,
APP-000444,LOC-38,West,MGR-038,Bike Courier,affiliate,21-40,partial,2025-09-04,2025-09-05,2025-09-12,2025-09-15,2025-09-23,2025-09-23,activated,,,,
APP-002346,LOC-23,South,MGR-023,Cargo Van Driver,app_store_organic,21-40,full,2025-09-04,2025-09-06,,,,,docs_submitted,abandoned_signup,,,
APP-000607,LOC-38,West,MGR-038,Cargo Van Driver,app_store_organic,6-10,full,2025-09-04,2025-09-06,2025-09-11,,,,background_clear,abandoned_signup,,,
APP-001006,LOC-22,South,MGR-022,Car Courier,app_store_organic,0-5,full,2025-09-04,2025-09-05,2025-09-09,2025-09-14,2025-09-22,,onboarding_started,no_show_first_job,,,
APP-002923,LOC-30,South,MGR-030,Car Courier,affiliate,11-20,full,2025-09-04,2025-09-04,,,,,docs_submitted,abandoned_signup,,,
APP-002215,LOC-25,South,MGR-025,Car Courier,search_ads,6-10,partial,2025-09-04,2025-09-07,,,,,docs_submitted,abandoned_signup,,,
APP-002211,LOC-09,Midwest,MGR-009,Shopper,affiliate,0-5,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-001264,LOC-17,Northeast,MGR-017,Bike Courier,paid_social,6-10,full,2025-09-04,2025-09-04,,,,,docs_submitted,abandoned_signup,,,
APP-001007,LOC-16,Northeast,MGR-016,Shopper,worker_referral,11-20,full,2025-09-04,,,,,,signed_up,abandoned_signup,,,
APP-001271,LOC-25,South,MGR-025,Car Courier,paid_social,11-20,full,2025-09-04,2025-09-07,,,,,docs_submitted,background_check_queue,,,
APP-001476,LOC-07,Midwest,MGR-007,Bike Courier,app_store_organic,11-20,partial,2025-09-04,,,,,,signed_up,docs_rejected,,,
APP-002518,LOC-21,Northeast,MGR-021,Shopper,paid_social,0-5,limited,2025-09-04,,,,,,signed_up,failed_knockout,,,
APP-001274,LOC-17,Northeast,MGR-017,Cargo Van Driver,worker_referral,0-5,full,2025-09-04,2025-09-06,,,,,docs_submitted,abandoned_signup,,,
